,District,City,year,pm25,pm10,so2,o3,no2,co,AVG
6145,경기도,하남,2016,20,57,0.005,0.013,0.037,0.6,83.01
6146,경기도,하남,2016,26,74,0.005,0.018,0.042,0.6,83.01
6147,경기도,하남,2016,23,72,0.004,0.027,0.037,0.5,83.01
6148,경기도,하남,2016,23,57,0.004,0.032,0.037,0.5,83.01
6149,경기도,하남,2016,22,44,0.004,0.035,0.035,0.4,83.01
6150,경기도,하남,2016,17,33,0.003,0.024,0.027,0.4,83.01
6151,경기도,하남,2016,18,34,0.004,0.028,0.03,0.4,83.01
6152,경기도,하남,2016,19,36,0.003,0.025,0.028,0.4,83.01
6153,경기도,하남,2016,25,61,0.004,0.012,0.037,0.6,83.01
6154,경기도,하남,2016,26,56,0.004,0.007,0.04,0.6,83.01
6155,경기도,하남,2016,,39,0.003,0.016,0.03,0.5,83.01
6156,경기도,하남,2017,33,65,0.005,0.043,0.043,0.7,83.6
6157,경기도,하남,2017,31,58,0.005,0.014,0.042,0.6,83.6
6158,경기도,하남,2017,41,72.0,0.005,0.047,0.047,0.6,83.6
6159,경기도,하남,2017,27,61.0,0.004,0.029,0.039,0.5,83.6
6160,경기도,하남,2017,26,63,0.004,0.03,0.04,0.4,83.6
6161,경기도,하남,2017,25,43,0.004,0.036,0.034,0.4,83.6
6162,경기도,하남,2017,27,40,0.003,0.025,0.028,0.4,83.6
6163,경기도,하남,2017,14,26,0.003,0.022,0.023,0.3,83.6
6164,경기도,하남,2017,21,37,0.004,0.022,0.031,0.4,83.6
6165,경기도,하남,2017,22,52,0.004,0.01,0.037,0.5,83.6
6166,경기도,하남,2017,27,62,0.004,0.008,0.038,0.6,83.6
6167,경기도,하남,2017,,35,0.003,0.016,0.03,0.4,83.6
6168,경기도,하남,2018,33,66,0.005,0.01,0.04,0.7,84.19
6169,경기도,하남,2018,30,66,0.004,0.015,0.041,0.6,84.19
6170,경기도,하남,2018,31,62,0.004,0.023,0.037,0.5,84.19
6171,경기도,하남,2018,23,62,0.004,0.028,0.036,0.4,84.19
6172,경기도,하남,2018,20,46,0.003,0.029,0.032,0.4,84.19
6173,경기도,하남,2018,21,39,0.003,0.033,0.029,0.4,84.19
6174,경기도,하남,2018,17,31,0.003,0.025,0.023,0.3,84.19
6175,경기도,하남,2018,9,27,0.003,0.027,0.021,0.3,84.19
6176,경기도,하남,2018,14,24,0.003,0.026,0.02,0.3,84.19
6177,경기도,하남,2018,25,66,0.003,0.011,0.04,0.6,84.19
6178,경기도,하남,2018,24,58,0.004,0.01,0.037,0.6,84.19
6179,경기도,하남,2018,,34,0.003,0.016,0.03,0.4,84.19
6180,경기도,하남,2019,40,88,0.005,0.009,0.045,0.8,84.68
6181,경기도,하남,2019,39,75,0.004,0.015,0.039,0.7,84.68
6182,경기도,하남,2019,39,78.0,0.004,0.026,0.038,0.6,84.68
6183,경기도,하남,2019,13,39,0.004,0.028,0.033,0.4,84.68
6184,경기도,하남,2019,19,49.0,0.004,0.04,0.033,0.5,84.68
6185,경기도,하남,2019,12,25,0.003,0.038,0.024,0.4,84.68
6186,경기도,하남,2019,12,24,0.003,0.032,0.019,0.3,84.68
6187,경기도,하남,2019,12,25,0.003,0.029,0.022,0.4,84.68
6188,경기도,하남,2019,6,18.0,0.003,0.024,0.021,0.3,84.68
6189,경기도,하남,2019,19,43,0.003,0.013,0.034,0.5,84.68
6190,경기도,하남,2019,25,43,0.003,0.011,0.033,0.6,84.68
6191,경기도,하남,2019,,27,0.003,0.02,0.024,0.4,84.68
6192,경기도,하남,2020,25,46,0.004,0.013,0.035,0.6,85.1
6193,경기도,하남,2020,22,43,0.002,0.017,0.033,0.5,85.1
6194,경기도,하남,2020,19,45,0.002,0.024,0.03,0.5,85.1
6195,경기도,하남,2020,14,41,0.002,0.028,0.025,0.4,85.1
6196,경기도,하남,2020,12,30,0.002,0.028,0.02,0.4,85.1
6197,경기도,하남,2020,15,32,0.002,0.038,0.023,0.4,85.1
6198,경기도,하남,2020,9,17,0.002,0.028,0.017,0.4,85.1
6199,경기도,하남,2020,10,20,0.002,0.021,0.015,0.3,85.1
6200,경기도,하남,2020,9,17**,0.003,0.03,0.015,0.3,85.1
6201,경기도,하남,2020,20,38,0.003,0.016,0.03,0.5,85.1
6202,경기도,하남,2020,24,46,0.003,0.014,0.033,0.6,85.1
6203,경기도,하남,2020,,34,0.003,0.022,0.025,0.4,85.1
6204,경기도,화성,2010,,68.0,0.006,0.013,0.03,0.7,80.67
6205,경기도,화성,2010,,56,0.004,0.016,0.025,0.6,80.67
6206,경기도,화성,2010,,69.0,0.004,0.026,0.021,0.5,80.67
6207,경기도,화성,2010,,58,0.004,0.031,0.022,0.4,80.67
6208,경기도,화성,2010,,70,0.004,0.04,0.02,0.4,80.67
6209,경기도,화성,2010,,66,0.003,0.039,0.022,0.3,80.67
6210,경기도,화성,2010,,40,0.003,0.026,0.012,0.3,80.67
6211,경기도,화성,2010,,39,0.002,0.022,0.012,0.3,80.67
6212,경기도,화성,2010,,40,0.003,0.019,0.015,0.4,80.67
6213,경기도,화성,2010,,55.0,0.004,0.016,0.026,0.5,80.67
6214,경기도,화성,2010,,84.0,0.004,0.015,0.029,0.5,80.67
6215,경기도,화성,2010,,65.0,0.005,0.012,0.028,0.6,80.67
6216,경기도,화성,2011,,51,0.006,0.014,0.03,0.6,81.19
6217,경기도,화성,2011,,86.0,0.005,0.016,0.034,0.7,81.19
6218,경기도,화성,2011,,77.0,0.004,0.026,0.021,0.4,81.19
6219,경기도,화성,2011,,71.0,0.004,0.03,0.025,0.4,81.19
6220,경기도,화성,2011,,79.0,0.004,0.034,0.021,0.3,81.19
6221,경기도,화성,2011,,57,0.003,0.037,0.016,0.3,81.19
6222,경기도,화성,2011,,37,0.002,0.023,0.013,0.3,81.19
6223,경기도,화성,2011,,34,0.003,0.022,0.013,0.2,81.19
6224,경기도,화성,2011,,37,0.004,0.023,0.019,0.3,81.19
6225,경기도,화성,2011,,51.0,0.004,0.017,0.028,0.5,81.19
6226,경기도,화성,2011,,44.0,0.005,0.015,0.026,0.5,81.19
6227,경기도,화성,2011,,53.0,0.007,0.011,0.028,0.6,81.19
6228,경기도,화성,2012,,61.0,0.008,0.013,0.027,0.6,81.57
6229,경기도,화성,2012,,52,0.008,0.017,0.026,0.6,81.57
6230,경기도,화성,2012,,55.0,0.005,0.028,0.021,0.4,81.57
6231,경기도,화성,2012,,55.0,0.004,0.035,0.02,0.3,81.57
6232,경기도,화성,2012,,66,0.005,0.042,0.022,0.3,81.57
6233,경기도,화성,2012,,51,0.005,0.041,0.015,0.3,81.57
6234,경기도,화성,2012,,38,0.004,0.026,0.012,0.2,81.57
6235,경기도,화성,2012,,31,0.003,0.027,0.013,0.3,81.57
6236,경기도,화성,2012,,40.0,0.004,0.024,0.02,0.4,81.57
6237,경기도,화성,2012,,44,0.005,0.02,0.025,0.4,81.57
6238,경기도,화성,2012,,56,0.006,0.016,0.026,0.5,81.57
6239,경기도,화성,2012,,51,0.006,0.012,0.03,0.6,81.57
6240,경기도,화성,2013,,71.0,0.008,0.013,0.033,0.7,82.12
6241,경기도,화성,2013,,55.0,0.006,0.019,0.024,0.5,82.12
6242,경기도,화성,2013,,69.0,0.006,0.023,0.023,0.5,82.12
6243,경기도,화성,2013,,67,0.006,0.036,0.019,0.4,82.12
6244,경기도,화성,2013,,71,0.005,0.04,0.019,0.4,82.12
6245,경기도,화성,2013,,61.0,0.005,0.039,0.015,0.4,82.12
6246,경기도,화성,2013,,44,0.004,0.028,0.011,0.3,82.12
6247,경기도,화성,2013,,50,0.005,0.03,0.012,0.3,82.12
6248,경기도,화성,2013,,44.0,0.005,0.025,0.017,0.4,82.12
6249,경기도,화성,2013,,44,0.005,0.02,0.018,0.4,82.12
6250,경기도,화성,2013,,50,0.004,0.015,0.022,0.5,82.12
6251,경기도,화성,2013,,59,0.005,0.011,0.026,0.6,82.12
6252,경기도,화성,2014,,64,0.005,0.012,0.027,0.6,82.43
6253,경기도,화성,2014,,64,0.005,0.017,0.027,0.6,82.43
6254,경기도,화성,2014,,63,0.005,0.026,0.022,0.5,82.43
6255,경기도,화성,2014,,65.0,0.004,0.031,0.022,0.4,82.43
6256,경기도,화성,2014,,70.0,0.004,0.041,0.016,0.4,82.43
6257,경기도,화성,2014,,51,0.004,0.036,0.014,0.3,82.43
6258,경기도,화성,2014,,48.0,0.003,0.031,0.013,0.3,82.43
6259,경기도,화성,2014,,39.0,0.003,0.025,0.014,0.4,82.43
6260,경기도,화성,2014,,38.0,0.004,0.026,0.019,0.4,82.43
6261,경기도,화성,2014,,42,0.004,0.019,0.027,0.4,82.43
6262,경기도,화성,2014,,55,0.004,0.015,0.03,0.5,82.43
6263,경기도,화성,2014,,51,0.005,0.017,0.028,0.5,82.43
6264,경기도,화성,2015,-,60.0,0.005,0.017,0.03,0.6,82.76
6265,경기도,화성,2015,-,82.0,0.005,0.026,0.028,0.6,82.76
6266,경기도,화성,2015,-,75,0.006,0.03,0.032,0.6,82.76
6267,경기도,화성,2015,-,51,0.005,0.033,0.024,0.4,82.76
6268,경기도,화성,2015,-,54,0.005,0.04,0.02,0.4,82.76
6269,경기도,화성,2015,-,45.0,0.004,0.043,0.018,0.4,82.76
6270,경기도,화성,2015,-,41,0.004,0.032,0.014,0.3,82.76
6271,경기도,화성,2015,-,42,0.004,0.03,0.014,0.4,82.76
6272,경기도,화성,2015,-,40*,0.004,0.028,0.017,0.4,82.76
6273,경기도,화성,2015,-,41*,0.005*,0.015,0.026,0.5,82.76
6274,경기도,화성,2015,-,64*,0.006**,0.011*,0.028*,.6*,82.76
6275,경기도,화성,2015,,67**,0.005,0.023,0.024,0.5,82.76
6276,경기도,화성,2016,-,59,0.006,0.016,0.023,0.5,83.14
6277,경기도,화성,2016,-,54,0.005,0.025,0.022,0.5,83.14
6278,경기도,화성,2016,-,75,0.006,0.029,0.025,0.4,83.14
6279,경기도,화성,2016,-,83,0.005,0.036,0.026,0.4,83.14
6280,경기도,화성,2016,-,66,0.005,0.046,0.018,0.3,83.14
6281,경기도,화성,2016,-,51,0.004,0.044,0.017,0.3,83.14
6282,경기도,화성,2016,-,33,0.004,0.03,0.014,0.3,83.14
6283,경기도,화성,2016,-,36,0.005,0.038,0.015,0.3,83.14
6284,경기도,화성,2016,-,44,0.004,0.031,0.019,0.4,83.14
6285,경기도,화성,2016,-,65,0.006,0.014,0.029,0.5,83.14
6286,경기도,화성,2016,-,61,0.006,0.011,0.029,0.5,83.14
6287,경기도,화성,2016,,47,0.005,0.018,0.024,0.4,83.14
6288,경기도,화성,2017,-,67,0.005,0.028,0.028,0.6,83.6
6289,경기도,화성,2017,-,60,0.005,0.02,0.025,0.5,83.6
6290,경기도,화성,2017,44,82.0,0.005,0.027,0.027,0.5,83.6
6291,경기도,화성,2017,29,73.0,0.004,0.034,0.021,0.4,83.6
6292,경기도,화성,2017,27,79,0.005,0.04,0.017,0.3,83.6
6293,경기도,화성,2017,22,50,0.005,0.041,0.014,0.3,83.6
6294,경기도,화성,2017,16,38,0.003,0.028,0.014,0.3,83.6
6295,경기도,화성,2017,6,28,0.003,0.024,0.015,0.3,83.6
6296,경기도,화성,2017,17,46,0.004,0.024,0.019,0.4,83.6
6297,경기도,화성,2017,29,55,0.004,0.013,0.025,0.4,83.6
6298,경기도,화성,2017,36,57,0.005,0.011,0.027,0.5,83.6
6299,경기도,화성,2017,,41,0.004,0.017,0.02,0.4,83.6
6300,경기도,화성,2018,40,62,0.005,0.014,0.028,0.6,83.96
6301,경기도,화성,2018,35,61,0.005,0.019,0.025,0.5,83.96
6302,경기도,화성,2018,38,59,0.004,0.029,0.024,0.4,83.96
6303,경기도,화성,2018,27,58,0.004,0.034,0.022*,0.4,83.96
6304,경기도,화성,2018,24,48,0.003,0.038,0.017*,0.3,83.96
6305,경기도,화성,2018,24,40,0.003,0.038,0.014,0.3,83.96
6306,경기도,화성,2018,11,26,0.003,0.027,0.011,0.3,83.96
6307,경기도,화성,2018,14,24,0.003,0.031,0.01,0.3,83.96
6308,경기도,화성,2018,12,26,0.003,0.031,0.013,0.4,83.96
6309,경기도,화성,2018,42,67,0.004,0.014,0.031,0.6,83.96
6310,경기도,화성,2018,29,49,0.003,0.013,0.027,0.6,83.96
6311,경기도,화성,2018,,37,0.003,0.021,0.021,0.5,83.96
6312,경기도,화성,2019,43,71,0.004,0.014,0.028,0.6,84.27
6313,경기도,화성,2019,40,61,0.004,0.021,0.024,0.6,84.27
6314,경기도,화성,2019,51,75.0,0.005,0.033,0.019,0.5,84.27
6315,경기도,화성,2019,23,48,0.005,0.036,0.018,0.4,84.27
6316,경기도,화성,2019,31,59.0,0.005,0.052,0.015,0.5,84.27
6317,경기도,화성,2019,23,34,0.005,0.046,0.012,0.4,84.27
6318,경기도,화성,2019,22,33,0.005,0.037,0.011,0.4,84.27
6319,경기도,화성,2019,17,31,0.005,0.038,0.012,0.4,84.27
6320,경기도,화성,2019,16,28.0,0.005,0.029,0.014,0.4,84.27
6321,경기도,화성,2019,25,47,0.005,0.018,0.024,0.5,84.27
6322,경기도,화성,2019,32,46,0.005,0.015,0.025,0.5,84.27
6323,경기도,화성,2019,,39,0.005,0.026,0.017,0.4,84.27
6324,경기도,화성,2020,32,48,0.005,0.018,0.024,0.6,84.57
6325,경기도,화성,2020,28,44,0.004,0.024,0.021,0.5,84.57
6326,경기도,화성,2020,26,49,0.004,0.034,0.017,0.4,84.57
6327,경기도,화성,2020,20,44,0.003,0.044,0.014,0.4,84.57
6328,경기도,화성,2020,21,39,0.004,0.043,0.013,0.4,84.57
6329,경기도,화성,2020,24,42,0.004,0.052,0.012,0.5,84.57
6330,경기도,화성,2020,16,25,0.003,0.036,0.01,0.4,84.57
6331,경기도,화성,2020,15,25,0.003,0.024,0.007,0.3,84.57
6332,경기도,화성,2020,14,25,0.004,0.031,0.011,0.4,84.57
6333,경기도,화성,2020,26,45,0.004,0.02,0.025,0.5,84.57
6334,경기도,화성,2020,27,44,0.005,0.018,0.025,0.5,84.57
6335,경기도,화성,2020,,40,0.004,0.025,0.02,0.5,84.57
6336,경상남도,거제,2010,,,,,,,79.19
6337,경상남도,거제,2010,,,,,,,79.19
6338,경상남도,거제,2010,,,,,,,79.19
6339,경상남도,거제,2010,,,,,,,79.19
6340,경상남도,거제,2010,,,,,,,79.19
6341,경상남도,거제,2010,,,,,,,79.19
6342,경상남도,거제,2010,,,,,,,79.19
6343,경상남도,거제,2010,,,,,,,79.19
6344,경상남도,거제,2010,,,,,,,79.19
6345,경상남도,거제,2010,,,,,,,79.19
6346,경상남도,거제,2010,,,,,,,79.19
6347,경상남도,거제,2010,,,,,,,79.19
6348,경상남도,거제,2011,,,,,,,79.74
6349,경상남도,거제,2011,,,,,,,79.74
6350,경상남도,거제,2011,,,,,,,79.74
6351,경상남도,거제,2011,,,,,,,79.74
6352,경상남도,거제,2011,,,,,,,79.74
6353,경상남도,거제,2011,,,,,,,79.74
6354,경상남도,거제,2011,,,,,,,79.74
6355,경상남도,거제,2011,,,,,,,79.74
6356,경상남도,거제,2011,,32**,0.005,0.031**,0.014**,0.2**,79.74
6357,경상남도,거제,2011,,36.0,0.004,0.034,0.014,0.3,79.74
6358,경상남도,거제,2011,,37.0,0.006,0.025,0.016,0.4,79.74
6359,경상남도,거제,2011,,36.0,0.005,0.025,0.014,0.4,79.74
6360,경상남도,거제,2012,,44.0,0.006,0.025,0.015,0.4,80.11
6361,경상남도,거제,2012,,45,0.005,0.026,0.014,0.3,80.11
6362,경상남도,거제,2012,,49.0,0.003,0.04,0.013,0.4,80.11
6363,경상남도,거제,2012,,51.0,0.005,0.046,0.014,0.4,80.11
6364,경상남도,거제,2012,,51,0.004,0.052,0.013,0.4,80.11
6365,경상남도,거제,2012,,35,0.003,0.037,0.011,0.3,80.11
6366,경상남도,거제,2012,,29,0.003,0.033,0.008,0.3,80.11
6367,경상남도,거제,2012,,30,0.003,0.028,0.006,0.3,80.11
6368,경상남도,거제,2012,,34.0,0.003,0.034,0.01,0.3,80.11
6369,경상남도,거제,2012,,42,0.003,0.033,0.013,0.4,80.11
6370,경상남도,거제,2012,,48,0.004,0.029,0.012,0.3,80.11
6371,경상남도,거제,2012,,37,0.005,0.024,0.015,0.4,80.11
6372,경상남도,거제,2013,,60.0,0.006,0.029,0.016,0.5,80.4
6373,경상남도,거제,2013,,50.0,0.005,0.028,0.016,0.5,80.4
6374,경상남도,거제,2013,,57.0,0.005,0.044,0.015,0.6,80.4
6375,경상남도,거제,2013,,38,0.004,0.042,0.01,0.5,80.4
6376,경상남도,거제,2013,,48,0.006,0.049,0.017,0.6,80.4
6377,경상남도,거제,2013,,46.0,0.005,0.035,0.014,0.6,80.4
6378,경상남도,거제,2013,,35,0.004,0.028,0.006,0.5,80.4
6379,경상남도,거제,2013,,42,0.006,0.032,0.012,0.5,80.4
6380,경상남도,거제,2013,,32.0,0.005,0.033,0.01,0.4,80.4
6381,경상남도,거제,2013,,35,0.004,0.032,0.012,0.3,80.4
6382,경상남도,거제,2013,,38,0.004,0.027,0.013,0.4,80.4
6383,경상남도,거제,2013,,40,0.004,0.028,0.015,0.3,80.4
6384,경상남도,거제,2014,,53,0.005,0.028,0.017,0.5,80.71
6385,경상남도,거제,2014,,45,0.003,0.03,0.017,0.6,80.71
6386,경상남도,거제,2014,,48,0.003,0.038,0.016,0.5,80.71
6387,경상남도,거제,2014,,50.0,0.004,0.046,0.018,0.5,80.71
6388,경상남도,거제,2014,,67.0,0.004,0.052,0.015,0.4,80.71
6389,경상남도,거제,2014,,48,0.005,0.038,0.012,0.4,80.71
6390,경상남도,거제,2014,,38.0,0.006,0.033,0.014,0.4,80.71
6391,경상남도,거제,2014,,28.0,0.004,0.032,0.012,0.3,80.71
6392,경상남도,거제,2014,,33.0,0.004,0.038,0.012,0.3,80.71
6393,경상남도,거제,2014,,34,0.004,0.036,0.015,0.3,80.71
6394,경상남도,거제,2014,,39,0.004,0.026,0.02,0.4,80.71
6395,경상남도,거제,2014,,34,0.005,0.025,0.016,0.4,80.71
6396,경상남도,거제,2015,27,39.0,0.005,0.023,0.019,0.4,81.23
6397,경상남도,거제,2015,34,56.0,0.005,0.033,0.017,0.5,81.23
6398,경상남도,거제,2015,30,53,0.004,0.039,0.018,0.4,81.23
6399,경상남도,거제,2015,25,44,0.004,0.044,0.016,0.4,81.23
6400,경상남도,거제,2015,25,46,0.006,0.054,0.017,0.4,81.23
6401,경상남도,거제,2015,28,48.0,0.009,0.047,0.021,0.5,81.23
6402,경상남도,거제,2015,19,35,0.007,0.036,0.014,0.4,81.23
6403,경상남도,거제,2015,23,44**,0.007,0.038,0.015,0.5,81.23
6404,경상남도,거제,2015,21,35,0.006,0.033,0.016,0.4,81.23
6405,경상남도,거제,2015,21,35,0.005,0.022,0.019,0.5,81.23
6406,경상남도,거제,2015,25,40,0.007,0.024,0.02,0.6,81.23
6407,경상남도,거제,2015,,43,0.004,0.035,0.016,0.4,81.23
6408,경상남도,거제,2016,27,43,0.006,0.024,0.018,0.6,81.81
6409,경상남도,거제,2016,26,47,0.004,0.033,0.015,0.7,81.81
6410,경상남도,거제,2016,28,51,0.005,0.036,0.02,0.4,81.81
6411,경상남도,거제,2016,26,58,0.006,0.041,0.017,0.4,81.81
6412,경상남도,거제,2016,31,54,0.009,0.048,0.015,0.4,81.81
6413,경상남도,거제,2016,25,40,0.008,0.036,0.013,0.4,81.81
6414,경상남도,거제,2016,14,30,0.005,0.031,0.012,0.4,81.81
6415,경상남도,거제,2016,21,38,0.005,0.033,0.01,0.4,81.81
6416,경상남도,거제,2016,21,37,0.005,0.036,0.014,0.4,81.81
6417,경상남도,거제,2016,28,44,0.003,0.031,0.017,0.5,81.81
6418,경상남도,거제,2016,23,37,0.004,0.028,0.016,0.6,81.81
6419,경상남도,거제,2016,,37,0.004,0.034,0.015,0.4,81.81
6420,경상남도,거제,2017,25,39,0.005,0.015,0.015,0.5,82.02
6421,경상남도,거제,2017,23,37,0.005,0.045,0.014,0.4,82.02
6422,경상남도,거제,2017,29,46.0,0.005,0.017,0.017,0.5,82.02
6423,경상남도,거제,2017,24,52.0,0.006,0.056,0.014,0.5,82.02
6424,경상남도,거제,2017,24,56,0.009,0.055,0.02,0.4,82.02
6425,경상남도,거제,2017,26,40,0.007,0.049,0.015,0.4,82.02
6426,경상남도,거제,2017,21,37,0.005,0.031,0.014,0.5,82.02
6427,경상남도,거제,2017,13,30,0.004,0.033,0.01,0.5,82.02
6428,경상남도,거제,2017,22,37,0.004,0.042,0.013,0.5,82.02
6429,경상남도,거제,2017,24,44,0.004,0.033,0.016,0.5,82.02
6430,경상남도,거제,2017,22,37,0.004,0.029,0.014,0.6,82.02
6431,경상남도,거제,2017,,33,0.004,0.037,0.012,0.5,82.02
6432,경상남도,거제,2018,21**,36**,0.005**,0.025**,0.017**,0.5**,82.49
6433,경상남도,거제,2018,-,,,,,,82.49
6434,경상남도,거제,2018,23,41,0.004,0.041,0.018,0.5,82.49
6435,경상남도,거제,2018,28,60,0.004,0.048,0.016,0.5,82.49
6436,경상남도,거제,2018,21,42,0.004,0.049,0.015,0.4,82.49
6437,경상남도,거제,2018,22,38,0.003,0.052,0.015,0.4,82.49
6438,경상남도,거제,2018,19,37,0.003,0.031,0.014,0.5,82.49
6439,경상남도,거제,2018,15,31,0.002,0.031,0.01,0.5,82.49
6440,경상남도,거제,2018,11,32,0.002,0.04,0.014,0.5,82.49
6441,경상남도,거제,2018,24,41,0.002,0.031,0.021,0.6,82.49
6442,경상남도,거제,2018,20,33,0.003,0.028,0.018,0.5,82.49
6443,경상남도,거제,2018,,29,0.002,0.036,0.015,0.4,82.49
6444,경상남도,거제,2019,25,39,0.002,0.031,0.016,0.5,82.78
6445,경상남도,거제,2019,27,43,0.003,0.036,0.018,0.5,82.78
6446,경상남도,거제,2019,28,43.0,0.003,0.051,0.016,0.6,82.78
6447,경상남도,거제,2019,20,36,0.002,0.048,0.016,0.4,82.78
6448,경상남도,거제,2019,24,45.0,0.003,0.057,0.017,0.5,82.78
6449,경상남도,거제,2019,20,31,0.003,0.036,0.016,0.5,82.78
6450,경상남도,거제,2019,11,26,0.003,0.03,0.011,0.5,82.78
6451,경상남도,거제,2019,17,31,0.002,0.027,0.012,0.5,82.78
6452,경상남도,거제,2019,10,30.0,0.003,0.031,0.016,0.5,82.78
6453,경상남도,거제,2019,15,36,0.002,0.033,0.017,0.5,82.78
6454,경상남도,거제,2019,14,29,0.002,0.027,0.018,0.5,82.78
6455,경상남도,거제,2019,,32,0.002,0.034,0.015,0.4,82.78
6456,경상남도,거제,2020,18,28,0.003,0.026,0.017,0.5,83.22
6457,경상남도,거제,2020,23,33,0.003,0.035,0.015,0.4,83.22
6458,경상남도,거제,2020,18,33,0.003,0.041,0.013,0.4,83.22
6459,경상남도,거제,2020,15,37,0.003,0.045,0.012,0.4,83.22
6460,경상남도,거제,2020,17,34,0.003,0.045,0.012,0.5,83.22
6461,경상남도,거제,2020,18,31,0.002,0.04,0.015,0.4,83.22
6462,경상남도,거제,2020,13,22,0.003,0.031,0.013,0.5,83.22
6463,경상남도,거제,2020,19,29,0.003,0.029,0.009,0.4,83.22
6464,경상남도,거제,2020,12,27,0.003,0.038,0.011,0.4,83.22
6465,경상남도,거제,2020,14,33,0.003,0.023,0.015,0.4,83.22
6466,경상남도,거제,2020,16**,27**,0.003**,0.023**,0.016**,0.5**,83.22
6467,경상남도,거제,2020,,33,0.003,0.038**,0.013,0.4,83.22
6468,경상남도,김해,2010,,44.0,0.006,0.018,0.02,0.4,78.92
6469,경상남도,김해,2010,,45,0.005,0.021,0.019,0.4,78.92
6470,경상남도,김해,2010,,54.0,0.003,0.032,0.017,0.3,78.92
6471,경상남도,김해,2010,,38,0.004,0.04,0.021,0.3,78.92
6472,경상남도,김해,2010,,42,0.004,0.039,0.017,0.3,78.92
6473,경상남도,김해,2010,,40,0.004,0.033,0.018,0.3,78.92
6474,경상남도,김해,2010,,33,0.003,0.023,0.014,0.2,78.92
6475,경상남도,김해,2010,,33,0.004,0.022,0.011,0.3,78.92
6476,경상남도,김해,2010,,32,0.003,0.023,0.014,0.4,78.92
6477,경상남도,김해,2010,,36.0,0.004,0.021,0.019,0.4,78.92
6478,경상남도,김해,2010,,54.0,0.006,0.017,0.029,0.5,78.92
6479,경상남도,김해,2010,,52.0,0.006,0.016,0.026,0.5,78.92
6480,경상남도,김해,2011,,38,0.004,0.02,0.017,0.4,79.3
6481,경상남도,김해,2011,,54.0,0.007,0.024,0.024,0.5,79.3
6482,경상남도,김해,2011,,50.0,0.006,0.03,0.018,0.4,79.3
6483,경상남도,김해,2011,,49.0,0.005,0.038,0.017,0.4,79.3
6484,경상남도,김해,2011,,66.0,0.004,0.036,0.017,0.3,79.3
6485,경상남도,김해,2011,,55,0.004,0.034,0.011,0.3,79.3
6486,경상남도,김해,2011,,42,0.004,0.023,0.01,0.3,79.3
6487,경상남도,김해,2011,,35,0.004,0.022,0.01,0.3,79.3
6488,경상남도,김해,2011,,35,0.004,0.027,0.012,0.3,79.3
6489,경상남도,김해,2011,,43.0,0.004,0.023,0.017,0.4,79.3
6490,경상남도,김해,2011,,43.0,0.004,0.02,0.02,0.4,79.3
6491,경상남도,김해,2011,,44.0,0.005,0.018,0.017,0.4,79.3
6492,경상남도,김해,2012,,47.0,0.006,0.02,0.017,0.4,79.73
6493,경상남도,김해,2012,,48,0.006,0.021,0.016,0.4,79.73
6494,경상남도,김해,2012,,45.0,0.005,0.031,0.017,0.4,79.73
6495,경상남도,김해,2012,,46.0,0.004,0.04,0.016,0.4,79.73
6496,경상남도,김해,2012,,48,0.005,0.048,0.015,0.3,79.73
6497,경상남도,김해,2012,,37,0.004,0.036,0.013,0.3,79.73
6498,경상남도,김해,2012,,40,0.004,0.027,0.015,0.3,79.73
6499,경상남도,김해,2012,,29,0.003,0.026,0.008,0.2,79.73
6500,경상남도,김해,2012,,33.0,0.003,0.03,0.01,0.3,79.73
6501,경상남도,김해,2012,,43,0.003,0.025,0.017,0.3,79.73
6502,경상남도,김해,2012,,49,0.004,0.021,0.019,0.4,79.73
6503,경상남도,김해,2012,,40,0.004,0.018,0.021,0.4,79.73
6504,경상남도,김해,2013,,57.0,0.006,0.021,0.026,0.6,80.22
6505,경상남도,김해,2013,,47.0,0.005,0.024,0.024,0.5,80.22
6506,경상남도,김해,2013,,59.0,0.006,0.032,0.025,0.5,80.22
6507,경상남도,김해,2013,,43,0.005,0.038,0.019,0.4,80.22
6508,경상남도,김해,2013,,55,0.005,0.039,0.021,0.4,80.22
6509,경상남도,김해,2013,,41.0,0.005,0.032,0.018,0.4,80.22
6510,경상남도,김해,2013,,35,0.003,0.025,0.01,0.3,80.22
6511,경상남도,김해,2013,,42,0.004,0.03,0.015,0.3,80.22
6512,경상남도,김해,2013,,30.0,0.003,0.027,0.016,0.3,80.22
6513,경상남도,김해,2013,,35,0.003,0.026,0.02,0.3,80.22
6514,경상남도,김해,2013,,44,0.004,0.022,0.021,0.4,80.22
6515,경상남도,김해,2013,,50,0.005,0.018,0.021,0.4,80.22
6516,경상남도,김해,2014,,60,0.006,0.019,0.027,0.5,80.65
6517,경상남도,김해,2014,,49,0.004,0.024,0.024,0.4,80.65
6518,경상남도,김해,2014,,47,0.004,0.029,0.024,0.4,80.65
6519,경상남도,김해,2014,,45.0,0.004,0.037,0.027,0.4,80.65
6520,경상남도,김해,2014,,57.0,0.004,0.047,0.021,0.4,80.65
6521,경상남도,김해,2014,,40,0.003,0.039,0.02,0.3,80.65
6522,경상남도,김해,2014,,35.0,0.003,0.029,0.017,0.3,80.65
6523,경상남도,김해,2014,,26.0,0.003,0.028,0.011,0.3,80.65
